OBJECTID,NAME,UFID,TYPE,TSA,STREET,CITY,COUNTY,PFIZER_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE,MODERNA_AVAILABLE2,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,Total_Available,PublicPhone,WEBSITE,RemoveRecord,HOURSOFOPERATION,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
1199,Kroger Pharmacy 117,25287561,Pharmacy,,24350 Kuykendahl Rd,Tomball,Harris,0,0,40,0,40,0,40,(281) 205-0533,http://www.kroger.com/stores/details/034/00117?cid=loc_03400117PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,17:08:19        ,-95.554583,30.114452
1200,Kroger Pharmacy 017,25287518,Pharmacy,,1440 Studemont St,Houston,Harris,0,0,0,0,0,0,0,(832) 708-2287,http://www.kroger.com/stores/details/034/00017?cid=loc_03400017PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,19:42:18        ,-95.390571,29.773255
1201,Trotts Call Field Drug,25204495,Pharmacy,,4122 Call Field Rd,Wichita Falls,Wichita,0,0,0,0,0,0,0,(940) 692-1234,http://www.trottsdrug.com/,,,,,-98.550089,33.871838
1202,Capital Medical Clinic,25152076,Medical Practice,,1301 W 38th St,Austin,Travis,0,0,0,0,0,0,0,(512) 454-5171,http://www.capitalmedicalclinic.com/,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/16/2021      ,08:55:05        ,-97.746091,30.306525
1203,Care Express Georgia,25294059,Other,,2701 S Georgia,Amarillo,Randall,0,0,60,0,60,0,60,(806) 350-3000,http://carexpressfmc.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 5:00 PM,Sunday: 10:00 AM – 5:00 PM",,,-101.866203,35.184343
1204,Bay Colony Pediatrics,25143432,Medical Practice,,2251 Fm 646 Rd W,Dickinson,Galveston,0,0,0,0,0,0,0,(281) 614-2445,http://www.baycolonypediatrics.com/,,"Monday: 8:00 AM – 6:00 PM,Tuesday: 8:00 AM – 6:00 PM,Wednesday: 8:00 AM – 6:00 PM,Thursday: 8:00 AM – 6:00 PM,Friday: 8:00 AM – 6:00 PM,Saturday: 8:00 AM – 1:00 PM,Sunday: Closed",01/10/2021      ,11:44:16        ,-95.095973,29.459373
1205,Austin Regional Clinic Sendero Springs,30016784,Medical Practice,,1025 Sendero Springs Dr Ste 120,Round Rock,Williamson,0,0,0,0,0,0,0,(737) 220-7500,https://www.austinregionalclinic.com/clinics/arc-sendero-springs,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/16/2021      ,06:21:30        ,-97.738115,30.5496
1206,Baylor Scott White Pharmacy 101,1502110007,Pharmacy,,3600 Gaston Avenue,Dallas,Dallas,0,0,30,0,30,0,30,(214) 820-3451,https://www.bswhealth.com/locations/dallas-3600-gaston-avenue-pharmacy/?y_source=1_MTM0MTE3NjktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,"Monday: 7:00 AM – 7:00 PM,Tuesday: 7:00 AM – 7:00 PM,Wednesday: 7:00 AM – 7:00 PM,Thursday: 7:00 AM – 7:00 PM,Friday: 7:00 AM – 7:00 PM,Saturday: Closed,Sunday: Closed",01/16/2021      ,11:05:12        ,-96.780285,32.790951
1208,Baylor Scott White Family Medical Cent,25104804,Medical Practice,,2460 N Ih35e,Waxahachie,Ellis,0,0,20,0,20,0,20,(972) 817-6930,https://www.bswhealth.com/locations/family-medical-center-bumc/Pages/default.aspx?y_source=1_MTQ2NjMxODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,01/16/2021      ,11:09:02        ,-96.858199,32.427905
1209,Ahf Pharmacy,1502044001,Pharmacy,,7777 Forest Lane,Dallas,Dallas,0,0,0,0,0,0,0,(225) 297-4430,https://ahfbatonrouge.com/,,,,,-96.773339,32.90969
1210,Ballinger Hospital Clinic,25149655,Community Clinic,,2001 Hutchins Ave Ste C,Ballinger,Runnels,0,0,0,0,0,0,0,(325) 365-5737,http://www.ballingerhospital.org/,,,01/15/2021      ,09:25:26        ,-99.96074,31.723396
1211,Baylor Scott And White Healthcare,25086885,Community Clinic,,2005 W Wallace,San Saba,San Saba,0,0,0,0,0,0,0,(214) 865-2700,https://www.bswhealth.com/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",,,-98.738833,31.195753
1212,Austin Regional Clinic Pflugerville,25136635,Medical Practice,,15803 Windermere Dr Ste 103,Pflugerville,Travis,0,0,70,0,70,0,70,(512) 989-2680,https://www.austinregionalclinic.com/clinics/arc-pflugerville?utm_source=online-directory&utm_campaign=yext&utm_content=location-pf,,,,,-97.648303,30.446621
1213,Austin Regional Clinic Quarry Lake,25135125,Medical Practice,,4515 Seton Center Pkwy Ste 220,Austin,Travis,0,0,0,0,0,0,0,(512) 338-8388,https://www.austinregionalclinic.com/clinics/arc-quarry-lake?utm_source=online-directory&utm_campaign=yext&utm_content=location-ql,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/16/2021      ,00:03:20        ,-97.742477,30.401035
1214,Se Texas Er Hospital,26456,Hospital,Q,19211 Mckay Dr,Humble,Harris,0,0,0,0,0,0,0,(281) 883-5500,https://setexaser.com/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,09:08:07        ,-95.275653,29.998354
1215,Shubha Llc Dba Auro Pharmacy,1502083084,Pharmacy,,1139 W Braker Ln,Austin,Travis,0,0,11,0,11,0,11,(512) 206-3150,http://www.aurorx.com/,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 10:00 AM – 4:00 PM,Sunday: 10:00 AM – 3:00 PM",,,-97.692492,30.384552
1216,Seton Family Of Doctors Stone Hill,25214230,Other,,1512 Town Center Dr,Pflugerville,Travis,220,0,0,0,220,0,220,(512) 324-4875,https://healthcare.ascension.org/Locations/Texas/TXAUS/Pflugerville-Seton-Family-of-Doctors-at-Stone-Hill,,,01/14/2021      ,08:06:48        ,-97.599476,30.466138
1217,Seton Mccarthy Community Clinic,25098416,Community Clinic,,2811 East 2nd Street,Austin,Travis,0,0,100,0,100,0,100,(512) 324-4930,https://healthcare.ascension.org/covid-19?utm_source=google&utm_medium=gmb&utm_campaign=usasc-COVID&utm_term=q4fy20,,"Monday: 8:30 AM – 6:00 PM,Tuesday: 8:30 AM – 6:00 PM,Wednesday: 8:30 AM – 6:00 PM,Thursday: 8:30 AM – 6:00 PM,Friday: 9:00 AM – 4:30 PM,Saturday: Closed,Sunday: Closed",01/15/2021      ,17:04:11        ,-97.711574,30.253573
1218,Seton Family Of Doctors Family Practice,25004439,Medical Practice,,201 University Oaks Ste 1260,Round Rock,Williamson,0,0,0,0,0,0,0,(512) 324-6980,https://healthcare.ascension.org/Locations/Texas/TXAUS/Austin-Seton-Family-of-Doctors-at-Balcones-Woods,,,,,-97.68825,30.556692
1219,Seguin Family Health Center,25274285,Community Clinic,,1104 Jefferson Ave,Seguin,Guadalupe,0,0,0,0,0,0,0,(830) 379-9797,https://www.chcsct.com/,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",,,-97.982874,29.566297
1220,Shots For Tots Far South,25004434,Local Health Department,,405 W Stassney Ln,Austin,Travis,0,0,40,0,40,0,40,(512) 972-5520,http://www.austintexas.gov/immunizations,,,01/15/2021      ,11:36:00        ,-97.779111,30.207175
1221,Sheng Kun Yao Md,25163381,Medical Practice,,,,,0,0,0,0,0,0,0,(713) 779-3355,,,,,,,
1222,Savon 1936,25300285,Pharmacy,,,El Paso,,0,0,20,0,20,0,20,915-351-1183,,,,01/16/2021      ,13:21:28        ,,
1223,San Marcos Family Medicine,25138410,Medical Practice,,2406 Hunter Rd,San Marcos,Hays,0,0,240,0,240,0,240,(512) 396-7686,http://www.smfm.net/,,,,,-97.967336,29.85947
1224,Shannon Pharmacy,1502083000,Pharmacy,,119 E Beauregard Ave,San Angelo,Tom Green,0,140,10,0,10,140,150,(325) 655-8191,https://www.shannonhealth.com/services/pharmacy/,,"Monday: 8:00 AM – 6:00 PM,Tuesday: 8:00 AM – 6:00 PM,Wednesday: 8:00 AM – 6:00 PM,Thursday: 8:00 AM – 6:00 PM,Friday: 8:00 AM – 6:00 PM,Saturday: Closed,Sunday: Closed",01/15/2021      ,09:39:45        ,-100.434046,31.463338
1225,Seymour Hospital Rural Health Clinic,25043381,Community Clinic,,201 Stadium Dr,Seymour,Baylor,0,0,0,0,0,0,0,(940) 889-5583,http://seymourhospital.com/,,,01/16/2021      ,08:44:12        ,-99.247808,33.590009
1226,Sandknop Health Group,1502129001,Medical Practice,,1005 W Ralph Hall Pkwy Ste 221,Rockwall,Rockwall,0,0,0,0,0,0,0,(972) 771-9000,http://www.sandknophealth.com/,,"Monday: 7:00 AM – 5:00 PM,Tuesday: 7:00 AM – 12:00 AM,Wednesday: 7:00 AM – 5:00 PM,Thursday: 7:15 AM – 5:00 PM,Friday: 7:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/15/2021      ,08:52:30        ,-96.470638,32.886747
1227,Walgreens Pharmacy 11131,25185180,Pharmacy,,200 S Colorado St,Lockhart,Caldwell,0,0,0,0,0,0,0,(512) 398-2920,Walgreens.com/covid19vac,,,01/12/2021      ,09:49:56        ,-97.670079,29.883687
1228,Walgreens Pharmacy 04013,25211158,Pharmacy,,18207 Midway Rd,Dallas,Denton,0,0,0,0,0,0,0,(972) 307-7556,https://www.walgreens.com/locator/walgreens-18207+midway+rd-dallas-tx-75287/id=4013,,,01/12/2021      ,11:10:54        ,-96.843958,32.997617
1229,Walgreens Pharmacy 06501,25174059,Pharmacy,,2601 S Greorgia,Amarillo,Randall,0,0,0,0,0,0,0,(203) 752-9893,Walgreens.com/covid19vac,,"Monday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Tuesday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Wednesday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Thursday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Friday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Saturday: 9:00 AM – 1:30 PM, 2:00 – 6:00",01/13/2021      ,14:49:28        ,-101.866202,35.185017
1230,Walgreens Pharmacy 06562,25210325,Pharmacy,,1201 Ferris Ave,Waxahachie,Ellis,0,0,0,0,0,0,0,(972) 923-3227,Walgreens.com/covid19vac,,,01/12/2021      ,12:02:08        ,-96.84372,32.399187
1231,Walgreens Pharmacy 13010,25211075,Pharmacy,,2205 Se 34th Ave,Amarillo,Potter,0,0,0,0,0,0,0,(806) 373-1452,Walgreens.com/covid19vac,,,01/13/2021      ,09:06:10        ,-101.812482,35.178478
1232,Walgreens Pharmacy 05613,25203539,Pharmacy,,5921 Hillside Rd,Amarillo,Randall,30,0,30,0,60,0,60,(806) 463-1057,Walgreens.com/covid19vac,,,01/11/2021      ,18:40:36        ,-101.901383,35.146669
1233,Walgreens Pharmacy 09810,25185186,Pharmacy,,1357 E Court St,Seguin,Guadalupe,0,0,0,0,0,0,0,(830) 372-3360,Walgreens.com/covid19vac,,,01/16/2021      ,17:34:18        ,-97.944258,29.569086
1234,Walgreens Pharmacy 03081,25211382,Pharmacy,,1408 N 16th St,Orange,Orange,0,0,0,0,0,0,0,(409) 883-0876,https://www.walgreens.com/locator/walgreens-1408+n+16th+st-orange-tx-77630/id=3081,,,01/12/2021      ,15:41:07        ,-93.747248,30.104381
1235,Walgreens Pharmacy 05921,25211215,Pharmacy,,1050 E Us Highway 377,Granbury,Hood,0,0,0,0,0,0,0,(817) 578-3120,Walgreens.com/covid19vac,,"Monday: 8:00 AM – 1:30 PM, 2:00 – 10:00 PM,Tuesday: 8:00 AM – 1:30 PM, 2:00 – 10:00 PM,Wednesday: 8:00 AM – 1:30 PM, 2:00 – 10:00 PM,Thursday: 8:00 AM – 1:30 PM, 2:00 – 10:00 PM,Friday: 8:00 AM – 1:30 PM, 2:00 – 10:00 PM,Saturday: 9:00 AM – 1:30 PM, 2:00 –",01/12/2021      ,14:01:40        ,-97.773636,32.435117
1236,Walgreens Pharmacy 06196,25211359,Pharmacy,,309 E End Blvd N,Marshall,Harrison,0,0,10,0,10,0,10,(903) 923-0605,Walgreens.com/covid19vac,,,01/11/2021      ,19:13:57        ,-94.350164,32.547055
1237,Walgreens Pharmacy 11926,25211108,Pharmacy,,200 W Commerce St,Brownwood,Brown,0,0,0,0,0,0,0,(325) 646-8923,Walgreens.com/covid19vac,,,01/16/2021      ,10:09:11        ,-98.981173,31.728353
1238,Walgreens 15993,1502115002,Pharmacy,,2341 East Main,Eagle Pass,Maverick,0,0,0,0,0,0,0,(830) 872-3316,https://www.walgreens.com/locator/walgreens-2341+east+main-eagle+pass-tx-78852/id=15993,,"Monday: 8:00 AM – 10:00 PM,Tuesday: 8:00 AM – 10:00 PM,Wednesday: 8:00 AM – 10:00 PM,Thursday: 8:00 AM – 10:00 PM,Friday: 8:00 AM – 10:00 PM,Saturday: 8:00 AM – 10:00 PM,Sunday: 8:00 AM – 10:00 PM",01/15/2021      ,08:16:41        ,-100.48232,28.708878
1239,Walgreens Pharmacy 09143,25172827,Pharmacy,,504 Highway 71 W,Bastrop,Bastrop,0,0,0,0,0,0,0,(512) 321-4008,Walgreens.com/covid19vac,,"Monday: 7:00 AM – 12:00 AM,Tuesday: 7:00 AM – 12:00 AM,Wednesday: 7:00 AM – 12:00 AM,Thursday: 7:00 AM – 12:00 AM,Friday: 7:00 AM – 12:00 AM,Saturday: 7:00 AM – 12:00 AM,Sunday: 7:00 AM – 12:00 AM",01/11/2021      ,19:35:31        ,-97.277573,30.100686
1240,Walgreens Pharmacy 07645,25172853,Pharmacy,,3030 Main St,Frisco,Denton,0,0,0,0,0,0,0,(201) 664-4250,Walgreens.com/covid19vac,,"Monday: 8:00 AM – 11:00 PM,Tuesday: 8:00 AM – 11:00 PM,Wednesday: 8:00 AM – 11:00 PM,Thursday: 8:00 AM – 11:00 PM,Friday: 8:00 AM – 11:00 PM,Saturday: 8:00 AM – 11:00 PM,Sunday: 8:00 AM – 11:00 PM",01/12/2021      ,06:49:08        ,-96.864639,33.153287
1241,Walgreens Pharmacy 11567,25194414,Pharmacy,,26731 Us Highway 380 E,Aubrey,Denton,0,0,0,0,0,0,0,(972) 347-5112,Walgreens.com/covid19vac,,"Monday: 7:00 AM – 11:00 PM,Tuesday: 7:00 AM – 11:00 PM,Wednesday: 7:00 AM – 11:00 PM,Thursday: 7:00 AM – 11:00 PM,Friday: 7:00 AM – 11:00 PM,Saturday: 7:00 AM – 11:00 PM,Sunday: 7:00 AM – 11:00 PM",01/12/2021      ,14:08:57        ,-96.934119,33.220996
1242,Walgreens Pharmacy 09721,25211371,Pharmacy,,1481 E Main St,Midlothian,Ellis,0,0,0,0,0,0,0,(972) 723-8408,Walgreens.com/covid19vac,,"Monday: 7:00 AM – 10:00 PM,Tuesday: 7:00 AM – 10:00 PM,Wednesday: 7:00 AM – 10:00 PM,Thursday: 7:00 AM – 10:00 PM,Friday: 7:00 AM – 10:00 PM,Saturday: 7:00 AM – 10:00 PM,Sunday: 7:00 AM – 10:00 PM",01/12/2021      ,12:19:53        ,-96.976336,32.473804
1243,Walgreens Pharmacy 04875,25211068,Pharmacy,,3033 S 14th St,Abilene,Taylor,0,0,0,0,0,0,0,(325) 795-1440,https://www.walgreens.com/locator/walgreens-3033+s+14th+st-abilene-tx-79605/id=4875,,,01/14/2021      ,12:55:50        ,-99.758888,32.432212
1244,Walgreens Pharmacy 07937,25211067,Pharmacy,,991 N Willis St,Abilene,Taylor,0,0,0,0,0,0,0,(325) 676-2392,Walgreens.com/covid19vac,,"Monday: 8:00 AM – 11:00 PM,Tuesday: 8:00 AM – 11:00 PM,Wednesday: 8:00 AM – 11:00 PM,Thursday: 8:00 AM – 11:00 PM,Friday: 8:00 AM – 11:00 PM,Saturday: 8:00 AM – 11:00 PM,Sunday: 8:00 AM – 11:00 PM",01/12/2021      ,19:20:42        ,-99.76387,32.46056
1245,Walgreens Pharmacy 10680,25211080,Pharmacy,,2702 W Wheeler Ave,Aransas Pass,San Patricio,0,0,22,0,22,0,22,(361) 758-2135,Walgreens.com/covid19vac,,"Monday: 8:00 AM – 10:00 PM,Tuesday: 8:00 AM – 10:00 PM,Wednesday: 8:00 AM – 10:00 PM,Thursday: 8:00 AM – 10:00 PM,Friday: 8:00 AM – 10:00 PM,Saturday: 8:00 AM – 10:00 PM,Sunday: 9:00 AM – 9:00 PM",01/10/2021      ,17:03:01        ,-97.177765,27.925304
1246,Walgreens Pharmacy 05434,25211112,Pharmacy,,1621 W Henderson St,Cleburne,Johnson,0,0,0,0,0,0,0,(817) 641-6702,Walgreens.com/covid19vac,,"Monday: 6:00 AM – 12:00 AM,Tuesday: 6:00 AM – 12:00 AM,Wednesday: 6:00 AM – 12:00 AM,Thursday: 6:00 AM – 12:00 AM,Friday: 6:00 AM – 12:00 AM,Saturday: 6:00 AM – 12:00 AM,Sunday: 6:00 AM – 12:00 AM",01/14/2021      ,07:21:01        ,-97.414714,32.337916
1247,Walgreens Pharmacy 01970,25172870,Pharmacy,,3407 Wells Branch Pkwy,Austin,Travis,0,0,0,0,0,0,0,(978) 744-7442,https://www.walgreens.com/locator/walgreens-29+new+derby+st-salem-ma-01970/id=2063,,"Monday: 7:00 AM – 11:00 PM,Tuesday: 7:00 AM – 11:00 PM,Wednesday: 7:00 AM – 11:00 PM,Thursday: 7:00 AM – 11:00 PM,Friday: 7:00 AM – 11:00 PM,Saturday: 7:00 AM – 11:00 PM,Sunday: 7:00 AM – 11:00 PM",01/12/2021      ,11:49:21        ,-97.696379,30.439879
1248,Walgreens Pharmacy 04100,25211114,Pharmacy,,51 Dixie Dr,Clute,Brazoria,0,0,0,0,0,0,0,(979) 265-2517,https://www.walgreens.com/locator/walgreens-51+dixie+dr-clute-tx-77531/id=4100,,"Monday: 8:00 AM – 10:00 PM,Tuesday: 8:00 AM – 10:00 PM,Wednesday: 8:00 AM – 10:00 PM,Thursday: 8:00 AM – 10:00 PM,Friday: 8:00 AM – 10:00 PM,Saturday: 8:00 AM – 10:00 PM,Sunday: 9:00 AM – 9:00 PM",01/16/2021      ,17:10:48        ,-95.420176,29.019064
1249,Walgreens Pharmacy 04113,25211073,Pharmacy,,1620 S Gordon St,Alvin,Brazoria,0,0,1,0,1,0,1,,,,,,,-95.243687,29.409625
1250,Walgreens Pharmacy 15187,25241420,Pharmacy,,1005 N Judge Ely Blvd,Abilene,Taylor,0,0,0,0,0,0,0,(325) 672-1842,Walgreens.com/covid19vac,,"Monday: 8:00 AM – 10:00 PM,Tuesday: 8:00 AM – 10:00 PM,Wednesday: 8:00 AM – 10:00 PM,Thursday: 8:00 AM – 10:00 PM,Friday: 8:00 AM – 10:00 PM,Saturday: 8:00 AM – 10:00 PM,Sunday: 8:00 AM – 10:00 PM",01/13/2021      ,15:57:21        ,-99.70599,32.4604
1251,Walgreens Pharmacy 04860,25173507,Pharmacy,,510 E Main St,Allen,Collin,0,0,0,0,0,0,0,(972) 727-6509,https://www.walgreens.com/locator/walgreens-510+e+main+st-allen-tx-75002/id=4860,,,01/13/2021      ,09:02:54        ,-96.660906,33.100242
1252,Walgreens Pharmacy 09040,25195938,Pharmacy,,2315 W Washington St,Stephenville,Erath,0,0,0,0,0,0,0,(254) 965-2587,Walgreens.com/covid19vac,,,01/16/2021      ,08:50:47        ,-98.230143,32.207585
1253,Walgreens Pharmacy 06663,25211406,Pharmacy,,4201 E Renner Rd,Richardson,Collin,0,0,0,0,0,0,0,(972) 234-0889,Walgreens.com/covid19vac,,"Monday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Tuesday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Wednesday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Thursday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Friday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Saturday: 9:00 AM – 1:30 PM, 2:00 – 6:00",01/12/2021      ,09:56:21        ,-96.643471,33.00165
1254,Walgreens Pharmacy 09205,25211409,Pharmacy,,1309 Highway 35 N,Rockport,Aransas,0,0,30,0,30,0,30,(361) 790-8706,Walgreens.com/covid19vac,,,01/10/2021      ,19:05:50        ,-97.042524,28.037247
1255,Walgreens Pharmacy 05377,25211109,Pharmacy,,833 Sw Wilshire Blvd,Burleson,Johnson,0,0,0,0,0,0,0,(817) 447-4172,https://www.walgreens.com/locator/walgreens-833+sw+wilshire+blvd-burleson-tx-76028/id=5377,,,01/12/2021      ,15:33:55        ,-97.338571,32.530812
1256,Walgreens Pharmacy 10944,25172803,Pharmacy,,2411 S Ray St,Brenham,Washington,0,0,0,0,0,0,0,(979) 251-7514,Walgreens.com/covid19vac,,,01/14/2021      ,19:42:26        ,-96.396209,30.14463
1257,Walgreens Pharmacy 06542,25173521,Pharmacy,,1100 Geronimo Dr,El Paso,El Paso,0,0,0,0,0,0,0,(915) 778-9301,Walgreens.com/covid19vac,,,01/13/2021      ,09:02:54        ,-106.407003,31.782297
1258,Walgreens Pharmacy 09448,25211188,Pharmacy,,606 W Ennis Ave,Ennis,Ellis,0,0,0,0,0,0,0,(972) 875-5996,Walgreens.com/covid19vac,,"Monday: 8:00 AM – 9:00 PM,Tuesday: 8:00 AM – 9:00 PM,Wednesday: 8:00 AM – 9:00 PM,Thursday: 8:00 AM – 9:00 PM,Friday: 8:00 AM – 9:00 PM,Saturday: 8:00 AM – 9:00 PM,Sunday: 8:00 AM – 9:00 PM",01/12/2021      ,09:56:41        ,-96.632344,32.325306
1259,Walgreens Pharmacy 03911,25173224,Pharmacy,,2001 Custer Rd,Plano,Collin,0,0,30,0,30,0,30,(207) 363-4312,https://www.walgreens.com/locator/walgreens-400+us+route+1-york-me-03909/id=19796,,"Monday: 9:00 AM – 1:30 PM, 2:00 – 7:00 PM,Tuesday: 9:00 AM – 1:30 PM, 2:00 – 7:00 PM,Wednesday: 9:00 AM – 1:30 PM, 2:00 – 7:00 PM,Thursday: 9:00 AM – 1:30 PM, 2:00 – 7:00 PM,Friday: 9:00 AM – 1:30 PM, 2:00 – 7:00 PM,Saturday: 9:00 AM – 1:30 PM, 2:00 – 6:00",01/11/2021      ,08:12:12        ,-96.733741,33.027025
1260,Walgreens Pharmacy 04786,25172877,Pharmacy,,5049 Preston Rd,Frisco,Collin,0,0,0,0,0,0,0,(207) 498-8735,https://www.walgreens.com/locator/walgreens-112+bennett+drive-caribou-me-04736/id=18248?o=acs,,,01/12/2021      ,11:18:03        ,-96.805674,33.120629
1261,Walgreens Pharmacy 05827,25211410,Pharmacy,,2911 Ridge Rd,Rockwall,Rockwall,0,0,0,0,0,0,0,(972) 772-8418,Walgreens.com/covid19vac,,,01/12/2021      ,10:54:55        ,-96.472024,32.890438
1262,Walgreens Pharmacy 04818,25195925,Pharmacy,,8801 Lakeview Pkwy,Rowlett,Dallas,0,0,0,0,0,0,0,(972) 463-8224,https://www.walgreens.com/locator/walgreens-8801+lakeview+pkwy-rowlett-tx-75088/id=4818,,"Monday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Tuesday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Wednesday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Thursday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Friday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Saturday: 9:00 AM – 1:30 PM, 2:00 – 6:00",01/13/2021      ,09:06:20        ,-96.517022,32.917876
1263,Walgreens Pharmacy 09739,25173497,Pharmacy,,203 N Mechanic St,El Campo,Wharton,0,0,0,0,0,0,0,(979) 543-8902,Walgreens.com/covid19vac,,,,,-96.270349,29.197255
1264,Walgreens Pharmacy 07459,25211392,Pharmacy,,1515 Broadway,Pearland,Brazoria,0,0,0,0,0,0,0,(281) 996-1241,Walgreens.com/covid19vac,,,01/12/2021      ,09:55:42        ,-95.230571,29.546784
1265,Walgreens Pharmacy 04373,25211078,Pharmacy,,1001 Loop 274,Angleton,Brazoria,0,0,0,0,0,0,0,(979) 849-2347,https://www.walgreens.com/locator/walgreens-1001+loop+274-angleton-tx-77515/id=4373,,"Monday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Tuesday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Wednesday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Thursday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Friday: 9:00 AM – 1:30 PM, 2:00 – 9:00 PM,Saturday: 9:00 AM – 1:30 PM, 2:00 – 6:00",01/16/2021      ,17:37:58        ,-95.432836,29.173647
1266,Walgreens Pharmacy 13588,25235918,Pharmacy,,4201 Highway 71 E,Bastrop,Bastrop,0,0,67,0,67,0,67,(512) 308-1239,Walgreens.com/covid19vac,,,,,-97.284044,30.101422
1267,Walgreens Pharmacy 11910,25210328,Pharmacy,,1130 S Broadway St,Sulphur Springs,Hopkins,0,0,0,0,0,0,0,(903) 438-2435,Walgreens.com/covid19vac,,"Monday: 8:00 AM – 9:00 PM,Tuesday: 8:00 AM – 9:00 PM,Wednesday: 8:00 AM – 9:00 PM,Thursday: 8:00 AM – 9:00 PM,Friday: 8:00 AM – 9:00 PM,Saturday: 8:00 AM – 9:00 PM,Sunday: 8:00 AM – 9:00 PM",01/14/2021      ,12:42:32        ,-95.596269,33.119188
1268,Walgreens Pharmacy 10231,25211070,Pharmacy,,1055 E Main St,Alice,Jim Wells,0,0,0,0,0,0,0,(361) 664-2498,Walgreens.com/covid19vac,,,01/14/2021      ,08:14:44        ,-98.065033,27.750815
